# z[m]	| T [degC]
0.141918	|19.562221
0.142030	|19.563448
0.142142	|19.564676
0.142254	|19.565904
0.142366	|19.567132
0.142478	|19.568360
0.142590	|19.569588
0.142702	|19.570816
0.142814	|19.572044
0.142926	|19.573272
0.143038	|19.574500
0.143150	|19.575728
0.143262	|19.576956
0.143374	|19.578184
0.143486	|19.579412
0.143598	|19.580639
0.143710	|19.581867
0.143822	|19.583095
0.143934	|19.584323
0.144046	|19.585551
0.144158	|19.586779
0.144270	|19.588006
0.144382	|19.589234
0.144494	|19.590462
0.144606	|19.591690
0.144718	|19.592918
0.144830	|19.594145
0.144942	|19.595373
0.145055	|19.596601
0.145167	|19.597829
0.145279	|19.599056
0.145391	|19.600284
0.145503	|19.601512
0.145615	|19.602740
0.145727	|19.603967
0.145839	|19.605195
0.145951	|19.606423
0.146063	|19.607651
0.146175	|19.608878
0.146287	|19.610106
0.146399	|19.611334
0.146511	|19.612561
0.146623	|19.613789
0.146735	|19.615017
0.146847	|19.616244
0.146959	|19.617472
0.147071	|19.618699
0.147183	|19.619927
0.147295	|19.621155
0.147407	|19.622382
0.147519	|19.623610
0.147631	|19.624837
0.147743	|19.626065
0.147855	|19.627293
0.147967	|19.628520
0.148079	|19.629748
0.148191	|19.630975
0.148303	|19.632203
0.148415	|19.633430
0.148527	|19.634658
0.148639	|19.635885
0.148751	|19.637113
0.148863	|19.638340
0.148975	|19.639568
0.149087	|19.640795
0.149199	|19.642023
0.149311	|19.643250
0.149423	|19.644478
0.149535	|19.645705
0.149647	|19.646933
0.149759	|19.648160
0.149871	|19.649388
0.149983	|19.650615
0.150095	|19.651842
0.150207	|19.653070
0.150319	|19.654297
0.150431	|19.655525
0.150543	|19.656752
0.150655	|19.657979
0.150767	|19.659207
0.150879	|19.660434
0.150991	|19.661661
0.151103	|19.662889
0.151215	|19.664116
0.151327	|19.665343
0.151439	|19.666571
0.151551	|19.667798
0.151663	|19.669025
0.151775	|19.670253
0.151887	|19.671480
0.151999	|19.672707
0.152111	|19.673935
0.152223	|19.675162
0.152335	|19.676389
0.152447	|19.677616
0.152559	|19.678844
0.152671	|19.680071
0.152783	|19.681298
0.152895	|19.682525
0.153007	|19.683752
0.153119	|19.684980
0.153231	|19.686207
0.153343	|19.687434
0.153455	|19.688661
0.153567	|19.689888
0.153679	|19.691116
0.153791	|19.692343
0.153903	|19.693570
0.154015	|19.694797
0.154127	|19.696024
0.154239	|19.697251
0.154351	|19.698478
0.154463	|19.699705
0.154575	|19.700933
0.154687	|19.702160
0.154799	|19.703387
0.154911	|19.704614
0.155024	|19.705841
0.155136	|19.707068
0.155248	|19.708295
0.155360	|19.709522
0.155472	|19.710749
0.155584	|19.711976
0.155696	|19.713203
0.155808	|19.714430
0.155920	|19.715657
0.156032	|19.716884
0.156144	|19.718111
0.156256	|19.719338
0.156368	|19.720565
0.156480	|19.721792
0.156592	|19.723019
0.156704	|19.724246
0.156816	|19.725473
0.156928	|19.726700
0.157040	|19.727927
0.157152	|19.729154
0.157264	|19.730381
0.157376	|19.731607
0.157488	|19.732834
0.157600	|19.734061
0.157712	|19.735288
0.157824	|19.736515
0.157936	|19.737742
0.158048	|19.738969
0.158160	|19.740196
0.158272	|19.741422
0.158384	|19.742649
0.158496	|19.743876
0.158608	|19.745103
0.158720	|19.746330
0.158832	|19.747557
0.158944	|19.748783
0.159056	|19.750010
0.159168	|19.751237
0.159280	|19.752464
0.159392	|19.753690
0.159504	|19.754917
0.159616	|19.756144
0.159728	|19.757371
0.159840	|19.758597
0.159952	|19.759824
0.160064	|19.761051
0.160176	|19.762278
0.160288	|19.763504
0.160400	|19.764731
0.160512	|19.765958
0.160624	|19.767184
0.160736	|19.768411
0.160848	|19.769638
0.160960	|19.770864
0.161072	|19.772091
0.161184	|19.773318
0.161296	|19.774544
0.161408	|19.775771
0.161520	|19.776997
0.161632	|19.778224
0.161744	|19.779451
0.161856	|19.780677
0.161968	|19.781904
0.162080	|19.783130
0.162192	|19.784357
0.162304	|19.785583
0.162416	|19.786810
0.162528	|19.788037
0.162640	|19.789263
0.162752	|19.790490
0.162864	|19.791716
0.162976	|19.792943
0.163088	|19.794169
0.163200	|19.795396
0.163312	|19.796622
0.163424	|19.797849
0.163536	|19.799075
0.163648	|19.800302
0.163760	|19.801528
0.163872	|19.802754
0.163984	|19.803981
0.164096	|19.805207
0.164208	|19.806434
0.164320	|19.807660
0.164432	|19.808887
0.164544	|19.810113
0.164656	|19.811339
0.164768	|19.812566
0.164880	|19.813792
0.164992	|19.815019
0.165105	|19.816245
0.165217	|19.817471
0.165329	|19.818698
0.165441	|19.819924
0.165553	|19.821150
0.165665	|19.822377
0.165777	|19.823603
0.165889	|19.824829
0.166001	|19.826056
0.166113	|19.827282
0.166225	|19.828508
0.166337	|19.829734
0.166449	|19.830961
0.166561	|19.832187
0.166673	|19.833413
0.166785	|19.834639
0.166897	|19.835866
0.167009	|19.837092
0.167121	|19.838318
0.167233	|19.839544
0.167345	|19.840771
0.167457	|19.841997
0.167569	|19.843223
0.167681	|19.844449
0.167793	|19.845675
0.167905	|19.846901
0.168017	|19.848128
0.168129	|19.849354
0.168241	|19.850580
0.168353	|19.851806
0.168465	|19.853032
0.168577	|19.854258
0.168689	|19.855484
0.168801	|19.856710
0.168913	|19.857937
0.169025	|19.859163
0.169137	|19.860389
0.169249	|19.861615
0.169361	|19.862841
0.169473	|19.864067
0.169585	|19.865293
0.169697	|19.866519
0.169809	|19.867745
0.169921	|19.868971
0.170033	|19.870197
0.170145	|19.871423
0.170257	|19.872649
0.170369	|19.873875
0.170481	|19.875101
0.170593	|19.876327
0.170705	|19.877553
0.170817	|19.878779
0.170929	|19.880005
0.171041	|19.881231
0.171153	|19.882457
0.171265	|19.883683
0.171377	|19.884909
0.171489	|19.886135
0.171601	|19.887361
0.171713	|19.888586
0.171825	|19.889812
0.171937	|19.891038
0.172049	|19.892264
0.172161	|19.893490
0.172273	|19.894716
0.172385	|19.895942
0.172497	|19.897168
0.172609	|19.898393
0.172721	|19.899619
0.172833	|19.900845
0.172945	|19.902071
0.173057	|19.903297
0.173169	|19.904522
0.173281	|19.905748
0.173393	|19.906974
0.173505	|19.908200
0.173617	|19.909426
0.173729	|19.910651
0.173841	|19.911877
0.173953	|19.913103
0.174065	|19.914329
0.174177	|19.915554
0.174289	|19.916780
0.174401	|19.918006
0.174513	|19.919231
0.174625	|19.920457
0.174737	|19.921683
0.174849	|19.922908
0.174961	|19.924134
0.175074	|19.925360
0.175186	|19.926585
0.175298	|19.927811
0.175410	|19.929037
0.175522	|19.930262
0.175634	|19.931488
0.175746	|19.932714
0.175858	|19.933939
0.175970	|19.935165
0.176082	|19.936390
0.176194	|19.937616
0.176306	|19.938842
0.176418	|19.940067
0.176530	|19.941293
0.176642	|19.942518
0.176754	|19.943744
0.176866	|19.944969
0.176978	|19.946195
0.177090	|19.947420
0.177202	|19.948646
0.177314	|19.949871
0.177426	|19.951097
0.177538	|19.952322
0.177650	|19.953548
0.177762	|19.954773
0.177874	|19.955999
0.177986	|19.957224
0.178098	|19.958450
0.178210	|19.959675
0.178322	|19.960901
0.178434	|19.962126
0.178546	|19.963352
0.178658	|19.964577
0.178770	|19.965802
0.178882	|19.967028
0.178994	|19.968253
0.179106	|19.969479
0.179218	|19.970704
0.179330	|19.971929
0.179442	|19.973155
0.179554	|19.974380
0.179666	|19.975605
0.179778	|19.976831
0.179890	|19.978056
0.180002	|19.979281
0.180114	|19.980507
0.180226	|19.981732
0.180338	|19.982957
0.180450	|19.984183
0.180562	|19.985408
0.180674	|19.986633
0.180786	|19.987858
0.180898	|19.989084
0.181010	|19.990309
0.181122	|19.991534
0.181234	|19.992759
0.181346	|19.993985
0.181458	|19.995210
0.181570	|19.996435
0.181682	|19.997660
0.181794	|19.998885
0.181906	|20.000111
0.182018	|20.001336
0.182130	|20.002561
0.182242	|20.003786
0.182354	|20.005011
0.182466	|20.006236
0.182578	|20.007462
0.182690	|20.008687
0.182802	|20.009912
0.182914	|20.011137
0.183026	|20.012362
0.183138	|20.013587
0.183250	|20.014812
0.183362	|20.016037
0.183474	|20.017262
0.183586	|20.018487
0.183698	|20.019713
0.183810	|20.020938
0.183922	|20.022163
0.184034	|20.023388
0.184146	|20.024613
0.184258	|20.025838
0.184370	|20.027063
0.184482	|20.028288
0.184594	|20.029513
0.184706	|20.030738
0.184818	|20.031963
0.184930	|20.033188
0.185043	|20.034413
0.185155	|20.035638
0.185267	|20.036863
0.185379	|20.038088
0.185491	|20.039313
0.185603	|20.040537
0.185715	|20.041762
0.185827	|20.042987
0.185939	|20.044212
0.186051	|20.045437
0.186163	|20.046662
0.186275	|20.047887
0.186387	|20.049112
0.186499	|20.050337
0.186611	|20.051561
0.186723	|20.052786
0.186835	|20.054011
0.186947	|20.055236
0.187059	|20.056461
0.187171	|20.057686
0.187283	|20.058910
0.187395	|20.060135
0.187507	|20.061360
0.187619	|20.062585
0.187731	|20.063810
0.187843	|20.065034
0.187955	|20.066259
0.188067	|20.067484
0.188179	|20.068709
0.188291	|20.069933
0.188403	|20.071158
0.188515	|20.072383
0.188627	|20.073608
0.188739	|20.074832
0.188851	|20.076057
0.188963	|20.077282
0.189075	|20.078506
0.189187	|20.079731
0.189299	|20.080956
0.189411	|20.082180
0.189523	|20.083405
0.189635	|20.084630
0.189747	|20.085854
0.189859	|20.087079
0.189971	|20.088304
0.190083	|20.089528
0.190195	|20.090753
0.190307	|20.091977
0.190419	|20.093202
0.190531	|20.094427
0.190643	|20.095651
0.190755	|20.096876
0.190867	|20.098100
0.190979	|20.099325
0.191091	|20.100549
0.191203	|20.101774
0.191315	|20.102999
0.191427	|20.104223
0.191539	|20.105448
0.191651	|20.106672
0.191763	|20.107897
0.191875	|20.109121
0.191987	|20.110346
0.192099	|20.111570
0.192211	|20.112795
0.192323	|20.114019
0.192435	|20.115243
0.192547	|20.116468
0.192659	|20.117692
0.192771	|20.118917
0.192883	|20.120141
0.192995	|20.121366
0.193107	|20.122590
0.193219	|20.123814
0.193331	|20.125039
0.193443	|20.126263
0.193555	|20.127488
0.193667	|20.128712
0.193779	|20.129936
0.193891	|20.131161
0.194003	|20.132385
0.194115	|20.133609
0.194227	|20.134834
0.194339	|20.136058
0.194451	|20.137282
0.194563	|20.138507
0.194675	|20.139731
0.194787	|20.140955
0.194899	|20.142179
0.195012	|20.143404
0.195124	|20.144628
0.195236	|20.145852
0.195348	|20.147077
0.195460	|20.148301
0.195572	|20.149525
0.195684	|20.150749
0.195796	|20.151973
0.195908	|20.153198
0.196020	|20.154422
0.196132	|20.155646
0.196244	|20.156870
0.196356	|20.158094
0.196468	|20.159319
0.196580	|20.160543
0.196692	|20.161767
0.196804	|20.162991
0.196916	|20.164215
0.197028	|20.165439
0.197140	|20.166663
0.197252	|20.167888
0.197364	|20.169112
0.197476	|20.170336
0.197588	|20.171560
0.197700	|20.172784
0.197812	|20.174008
0.197924	|20.175232
0.198036	|20.176456
0.198148	|20.177680
0.198260	|20.178904
0.198372	|20.180128
0.198484	|20.181352
0.198596	|20.182576
0.198708	|20.183800
0.198820	|20.185024
0.198932	|20.186248
0.199044	|20.187472
0.199156	|20.188696
0.199268	|20.189920
0.199380	|20.191144
0.199492	|20.192368
0.199604	|20.193592
0.199716	|20.194816
0.199828	|20.196040
0.199940	|20.197264
0.200052	|20.198488
0.200164	|20.199712
0.200276	|20.200936
0.200388	|20.202160
0.200500	|20.203384
0.200612	|20.204608
0.200724	|20.205831
0.200836	|20.207055
0.200948	|20.208279
0.201060	|20.209503
0.201172	|20.210727
0.201284	|20.211951
0.201396	|20.213175
0.201508	|20.214398
0.201620	|20.215622
0.201732	|20.216846
0.201844	|20.218070
0.201956	|20.219294
0.202068	|20.220517
0.202180	|20.221741
0.202292	|20.222965
0.202404	|20.224189
0.202516	|20.225412
0.202628	|20.226636
0.202740	|20.227860
0.202852	|20.229084
0.202964	|20.230307
0.203076	|20.231531
0.203188	|20.232755
0.203300	|20.233978
0.203412	|20.235202
0.203524	|20.236426
0.203636	|20.237649
0.203748	|20.238873
0.203860	|20.240097
0.203972	|20.241320
0.204084	|20.242544
0.204196	|20.243768
0.204308	|20.244991
0.204420	|20.246215
0.204532	|20.247439
0.204644	|20.248662
0.204756	|20.249886
0.204868	|20.251109
0.204980	|20.252333
0.205093	|20.253557
0.205205	|20.254780
0.205317	|20.256004
0.205429	|20.257227
0.205541	|20.258451
0.205653	|20.259674
0.205765	|20.260898
0.205877	|20.262121
0.205989	|20.263345
0.206101	|20.264568
0.206213	|20.265792
0.206325	|20.267015
0.206437	|20.268239
0.206549	|20.269462
0.206661	|20.270686
0.206773	|20.271909
0.206885	|20.273133
0.206997	|20.274356
0.207109	|20.275580
0.207221	|20.276803
0.207333	|20.278026
0.207445	|20.279250
0.207557	|20.280473
0.207669	|20.281697
0.207781	|20.282920
0.207893	|20.284143
0.208005	|20.285367
0.208117	|20.286590
0.208229	|20.287813
0.208341	|20.289037
0.208453	|20.290260
0.208565	|20.291483
0.208677	|20.292707
0.208789	|20.293930
0.208901	|20.295153
0.209013	|20.296377
0.209125	|20.297600
0.209237	|20.298823
0.209349	|20.300047
0.209461	|20.301270
0.209573	|20.302493
0.209685	|20.303716
0.209797	|20.304940
0.209909	|20.306163
0.210021	|20.307386
0.210133	|20.308609
0.210245	|20.309833
0.210357	|20.311056
0.210469	|20.312279
0.210581	|20.313502
0.210693	|20.314725
0.210805	|20.315948
0.210917	|20.317172
0.211029	|20.318395
0.211141	|20.319618
0.211253	|20.320841
0.211365	|20.322064
0.211477	|20.323287
0.211589	|20.324510
0.211701	|20.325734
0.211813	|20.326957
0.211925	|20.328180
0.212037	|20.329403
0.212149	|20.330626
0.212261	|20.331849
0.212373	|20.333072
0.212485	|20.334295
0.212597	|20.335518
0.212709	|20.336741
0.212821	|20.337964
0.212933	|20.339187
0.213045	|20.340410
0.213157	|20.341633
0.213269	|20.342856
0.213381	|20.344079
0.213493	|20.345302
0.213605	|20.346525
0.213717	|20.347748
0.213829	|20.348971
0.213941	|20.350194
0.214053	|20.351417
0.214165	|20.352640
0.214277	|20.353863
0.214389	|20.355086
0.214501	|20.356309
0.214613	|20.357532
0.214725	|20.358755
0.214837	|20.359978
0.214949	|20.361201
0.215062	|20.362423
0.215174	|20.363646
0.215286	|20.364869
0.215398	|20.366092
0.215510	|20.367315
0.215622	|20.368538
0.215734	|20.369761
0.215846	|20.370983
0.215958	|20.372206
0.216070	|20.373429
0.216182	|20.374652
0.216294	|20.375875
0.216406	|20.377097
0.216518	|20.378320
0.216630	|20.379543
0.216742	|20.380766
0.216854	|20.381988
0.216966	|20.383211
0.217078	|20.384434
0.217190	|20.385657
0.217302	|20.386879
0.217414	|20.388102
0.217526	|20.389325
0.217638	|20.390548
0.217750	|20.391770
0.217862	|20.392993
0.217974	|20.394216
0.218086	|20.395438
0.218198	|20.396661
0.218310	|20.397884
0.218422	|20.399106
0.218534	|20.400329
0.218646	|20.401552
0.218758	|20.402774
0.218870	|20.403997
0.218982	|20.405219
0.219094	|20.406442
0.219206	|20.407665
0.219318	|20.408887
0.219430	|20.410110
0.219542	|20.411332
0.219654	|20.412555
0.219766	|20.413777
0.219878	|20.415000
0.219990	|20.416222
0.220102	|20.417445
0.220214	|20.418668
0.220326	|20.419890
0.220438	|20.421113
0.220550	|20.422335
0.220662	|20.423558
0.220774	|20.424780
0.220886	|20.426003
0.220998	|20.427225
0.221110	|20.428447
0.221222	|20.429670
0.221334	|20.430892
0.221446	|20.432115
0.221558	|20.433337
0.221670	|20.434560
0.221782	|20.435782
0.221894	|20.437004
0.222006	|20.438227
0.222118	|20.439449
0.222230	|20.440672
0.222342	|20.441894
0.222454	|20.443116
0.222566	|20.444339
0.222678	|20.445561
0.222790	|20.446783
0.222902	|20.448006
0.223014	|20.449228
0.223126	|20.450450
0.223238	|20.451673
0.223350	|20.452895
0.223462	|20.454117
0.223574	|20.455340
0.223686	|20.456562
0.223798	|20.457784
0.223910	|20.459006
0.224022	|20.460229
0.224134	|20.461451
0.224246	|20.462673
0.224358	|20.463895
0.224470	|20.465118
0.224582	|20.466340
0.224694	|20.467562
0.224806	|20.468784
0.224918	|20.470007
0.225031	|20.471229
0.225143	|20.472451
0.225255	|20.473673
0.225367	|20.474895
0.225479	|20.476117
0.225591	|20.477340
0.225703	|20.478562
0.225815	|20.479784
0.225927	|20.481006
0.226039	|20.482228
0.226151	|20.483450
0.226263	|20.484672
0.226375	|20.485894
0.226487	|20.487116
0.226599	|20.488339
0.226711	|20.489561
0.226823	|20.490783
0.226935	|20.492005
0.227047	|20.493227
0.227159	|20.494449
0.227271	|20.495671
0.227383	|20.496893
0.227495	|20.498115
0.227607	|20.499337
0.227719	|20.500559
0.227831	|20.501781
0.227943	|20.503003
0.228055	|20.504225
0.228167	|20.505447
0.228279	|20.506669
0.228391	|20.507891
0.228503	|20.509113
0.228615	|20.510335
0.228727	|20.511557
0.228839	|20.512779
0.228951	|20.514000
0.229063	|20.515222
0.229175	|20.516444
0.229287	|20.517666
0.229399	|20.518888
0.229511	|20.520110
0.229623	|20.521332
0.229735	|20.522554
0.229847	|20.523776
0.229959	|20.524997
0.230071	|20.526219
0.230183	|20.527441
0.230295	|20.528663
0.230407	|20.529885
0.230519	|20.531106
0.230631	|20.532328
0.230743	|20.533550
0.230855	|20.534772
0.230967	|20.535994
0.231079	|20.537215
0.231191	|20.538437
0.231303	|20.539659
0.231415	|20.540881
0.231527	|20.542102
0.231639	|20.543324
0.231751	|20.544546
0.231863	|20.545768
0.231975	|20.546989
0.232087	|20.548211
0.232199	|20.549433
0.232311	|20.550654
0.232423	|20.551876
0.232535	|20.553098
0.232647	|20.554319
0.232759	|20.555541
0.232871	|20.556763
0.232983	|20.557984
0.233095	|20.559206
0.233207	|20.560428
0.233319	|20.561649
0.233431	|20.562871
0.233543	|20.564092
0.233655	|20.565314
0.233767	|20.566536
0.233879	|20.567757
0.233991	|20.568979
0.234103	|20.570200
0.234215	|20.571422
0.234327	|20.572643
0.234439	|20.573865
0.234551	|20.575086
0.234663	|20.576308
0.234775	|20.577529
0.234887	|20.578751
0.234999	|20.579973
0.235112	|20.581194
0.235224	|20.582415
0.235336	|20.583637
0.235448	|20.584858
0.235560	|20.586080
0.235672	|20.587301
0.235784	|20.588523
0.235896	|20.589744
0.236008	|20.590966
0.236120	|20.592187
0.236232	|20.593408
0.236344	|20.594630
0.236456	|20.595851
0.236568	|20.597073
0.236680	|20.598294
0.236792	|20.599515
0.236904	|20.600737
0.237016	|20.601958
0.237128	|20.603180
0.237240	|20.604401
0.237352	|20.605622
0.237464	|20.606844
0.237576	|20.608065
0.237688	|20.609286
0.237800	|20.610507
0.237912	|20.611729
0.238024	|20.612950
0.238136	|20.614171
0.238248	|20.615393
0.238360	|20.616614
0.238472	|20.617835
0.238584	|20.619056
0.238696	|20.620278
0.238808	|20.621499
0.238920	|20.622720
0.239032	|20.623941
0.239144	|20.625163
0.239256	|20.626384
0.239368	|20.627605
0.239480	|20.628826
0.239592	|20.630047
0.239704	|20.631268
0.239816	|20.632490
0.239928	|20.633711
0.240040	|20.634932
0.240152	|20.636153
0.240264	|20.637374
0.240376	|20.638595
0.240488	|20.639816
0.240600	|20.641038
0.240712	|20.642259
0.240824	|20.643480
0.240936	|20.644701
0.241048	|20.645922
0.241160	|20.647143
0.241272	|20.648364
0.241384	|20.649585
0.241496	|20.650806
0.241608	|20.652027
0.241720	|20.653248
0.241832	|20.654469
0.241944	|20.655690
0.242056	|20.656911
0.242168	|20.658132
0.242280	|20.659353
0.242392	|20.660574
0.242504	|20.661795
0.242616	|20.663016
0.242728	|20.664237
0.242840	|20.665458
0.242952	|20.666679
0.243064	|20.667900
0.243176	|20.669121
0.243288	|20.670342
0.243400	|20.671563
0.243512	|20.672784
0.243624	|20.674005
0.243736	|20.675226
0.243848	|20.676446
0.243960	|20.677667
0.244072	|20.678888
0.244184	|20.680109
0.244296	|20.681330
0.244408	|20.682551
0.244520	|20.683772
0.244632	|20.684992
0.244744	|20.686213
0.244856	|20.687434
0.244968	|20.688655
0.245081	|20.689876
0.245193	|20.691097
0.245305	|20.692317
0.245417	|20.693538
0.245529	|20.694759
0.245641	|20.695980
0.245753	|20.697200
0.245865	|20.698421
0.245977	|20.699642
0.246089	|20.700863
0.246201	|20.702083
0.246313	|20.703304
0.246425	|20.704525
0.246537	|20.705745
0.246649	|20.706966
0.246761	|20.708187
0.246873	|20.709408
0.246985	|20.710628
0.247097	|20.711849
0.247209	|20.713070
0.247321	|20.714290
0.247433	|20.715511
0.247545	|20.716731
0.247657	|20.717952
0.247769	|20.719173
0.247881	|20.720393
0.247993	|20.721614
0.248105	|20.722834
0.248217	|20.724055
0.248329	|20.725276
0.248441	|20.726496
0.248553	|20.727717
0.248665	|20.728937
0.248777	|20.730158
0.248889	|20.731378
0.249001	|20.732599
0.249113	|20.733819
0.249225	|20.735040
0.249337	|20.736260
0.249449	|20.737481
0.249561	|20.738701
0.249673	|20.739922
0.249785	|20.741142
0.249897	|20.742363
0.250009	|20.743583
0.250121	|20.744804
0.250233	|20.746024
0.250345	|20.747245
0.250457	|20.748465
0.250569	|20.749686
0.250681	|20.750906
0.250793	|20.752126
0.250905	|20.753347
0.251017	|20.754567
0.251129	|20.755788
0.251241	|20.757008
0.251353	|20.758228
0.251465	|20.759449
0.251577	|20.760669
0.251689	|20.761889
0.251801	|20.763110
0.251913	|20.764330
