#z [m]	|p [pa]
0.974161	|803411.770313
0.974273	|803411.827025
0.974385	|803411.883737
0.974497	|803411.940449
0.974609	|803411.997161
0.974721	|803412.053872
0.974833	|803412.110582
0.974945	|803412.167293
0.975058	|803412.224003
0.975170	|803412.280713
0.975282	|803412.337423
0.975394	|803412.394132
0.975506	|803412.450841
0.975618	|803412.507550
0.975730	|803412.564258
0.975842	|803412.620966
0.975954	|803412.677674
0.976066	|803412.734381
0.976178	|803412.791088
0.976290	|803412.847795
0.976402	|803412.904502
0.976514	|803412.961208
0.976626	|803413.017914
0.976738	|803413.074620
0.976850	|803413.131325
0.976962	|803413.188030
0.977074	|803413.244735
0.977186	|803413.301440
0.977298	|803413.358144
0.977410	|803413.414848
0.977522	|803413.471551
0.977634	|803413.528254
0.977746	|803413.584957
0.977858	|803413.641660
0.977970	|803413.698363
0.978082	|803413.755065
0.978194	|803413.811766
0.978306	|803413.868468
0.978418	|803413.925169
0.978530	|803413.981870
0.978642	|803414.038571
0.978754	|803414.095271
0.978866	|803414.151971
0.978978	|803414.208670
0.979090	|803414.265370
0.979202	|803414.322069
0.979314	|803414.378768
0.979426	|803414.435466
0.979538	|803414.492164
0.979650	|803414.548862
0.979762	|803414.605560
0.979874	|803414.662257
0.979986	|803414.718954
0.980098	|803414.775651
0.980210	|803414.832347
0.980322	|803414.889043
0.980434	|803414.945739
0.980546	|803415.002434
0.980658	|803415.059130
0.980770	|803415.115825
0.980882	|803415.172519
0.980994	|803415.229213
0.981106	|803415.285907
0.981218	|803415.342601
0.981330	|803415.399294
0.981442	|803415.455988
0.981554	|803415.512680
0.981666	|803415.569373
0.981778	|803415.626065
0.981890	|803415.682757
0.982002	|803415.739448
0.982114	|803415.796140
0.982226	|803415.852831
0.982338	|803415.909521
0.982450	|803415.966212
0.982562	|803416.022902
0.982674	|803416.079592
0.982786	|803416.136281
0.982898	|803416.192970
0.983010	|803416.249659
0.983122	|803416.306348
0.983234	|803416.363036
0.983346	|803416.419724
0.983458	|803416.476412
0.983570	|803416.533099
0.983682	|803416.589786
0.983794	|803416.646473
0.983906	|803416.703159
0.984018	|803416.759846
0.984130	|803416.816531
0.984242	|803416.873217
0.984354	|803416.929902
0.984466	|803416.986587
0.984578	|803417.043272
0.984690	|803417.099956
0.984802	|803417.156640
0.984914	|803417.213324
0.985027	|803417.270008
0.985139	|803417.326691
0.985251	|803417.383374
0.985363	|803417.440056
0.985475	|803417.496739
0.985587	|803417.553421
0.985699	|803417.610102
0.985811	|803417.666784
0.985923	|803417.723465
0.986035	|803417.780146
0.986147	|803417.836826
0.986259	|803417.893506
0.986371	|803417.950186
0.986483	|803418.006866
0.986595	|803418.063545
0.986707	|803418.120224
0.986819	|803418.176903
0.986931	|803418.233581
0.987043	|803418.290259
0.987155	|803418.346937
0.987267	|803418.403614
0.987379	|803418.460292
0.987491	|803418.516969
0.987603	|803418.573645
0.987715	|803418.630321
0.987827	|803418.686997
0.987939	|803418.743673
0.988051	|803418.800349
0.988163	|803418.857024
0.988275	|803418.913698
0.988387	|803418.970373
0.988499	|803419.027047
0.988611	|803419.083721
0.988723	|803419.140395
0.988835	|803419.197068
0.988947	|803419.253741
0.989059	|803419.310414
0.989171	|803419.367086
0.989283	|803419.423758
0.989395	|803419.480430
0.989507	|803419.537101
0.989619	|803419.593773
0.989731	|803419.650443
0.989843	|803419.707114
0.989955	|803419.763784
0.990067	|803419.820454
0.990179	|803419.877124
0.990291	|803419.933793
0.990403	|803419.990463
0.990515	|803420.047131
0.990627	|803420.103800
0.990739	|803420.160468
0.990851	|803420.217136
0.990963	|803420.273804
0.991075	|803420.330471
0.991187	|803420.387138
0.991299	|803420.443805
0.991411	|803420.500471
0.991523	|803420.557137
0.991635	|803420.613803
0.991747	|803420.670468
0.991859	|803420.727134
0.991971	|803420.783799
0.992083	|803420.840463
0.992195	|803420.897128
0.992307	|803420.953792
0.992419	|803421.010455
0.992531	|803421.067119
0.992643	|803421.123782
0.992755	|803421.180445
0.992867	|803421.237107
0.992979	|803421.293769
0.993091	|803421.350431
0.993203	|803421.407093
0.993315	|803421.463754
0.993427	|803421.520415
0.993539	|803421.577076
0.993651	|803421.633736
0.993763	|803421.690396
0.993875	|803421.747056
0.993987	|803421.803716
0.994099	|803421.860375
0.994211	|803421.917034
0.994323	|803421.973693
0.994435	|803422.030351
0.994547	|803422.087009
0.994659	|803422.143667
0.994771	|803422.200324
0.994883	|803422.256981
0.994995	|803422.313638
0.995108	|803422.370295
0.995220	|803422.426951
0.995332	|803422.483607
0.995444	|803422.540262
0.995556	|803422.596918
0.995668	|803422.653573
0.995780	|803422.710227
0.995892	|803422.766882
0.996004	|803422.823536
0.996116	|803422.880190
0.996228	|803422.936843
0.996340	|803422.993497
0.996452	|803423.050150
0.996564	|803423.106802
0.996676	|803423.163455
0.996788	|803423.220107
0.996900	|803423.276758
0.997012	|803423.333410
0.997124	|803423.390061
0.997236	|803423.446712
0.997348	|803423.503362
0.997460	|803423.560013
0.997572	|803423.616663
0.997684	|803423.673312
0.997796	|803423.729962
0.997908	|803423.786611
0.998020	|803423.843259
0.998132	|803423.899908
0.998244	|803423.956556
0.998356	|803424.013204
0.998468	|803424.069851
0.998580	|803424.126499
0.998692	|803424.183146
0.998804	|803424.239792
0.998916	|803424.296439
0.999028	|803424.353085
0.999140	|803424.409730
0.999252	|803424.466376
0.999364	|803424.523021
0.999476	|803424.579666
0.999588	|803424.636311
0.999700	|803424.692955
0.999812	|803424.749599
0.999924	|803424.806242
1.000036	|803424.862886
1.000148	|803424.919529
1.000260	|803424.976172
1.000372	|803425.032814
1.000484	|803425.089456
1.000596	|803425.146098
1.000708	|803425.202740
1.000820	|803425.259381
1.000932	|803425.316022
1.001044	|803425.372663
1.001156	|803425.429303
1.001268	|803425.485943
1.001380	|803425.542583
1.001492	|803425.599222
1.001604	|803425.655862
1.001716	|803425.712501
1.001828	|803425.769139
1.001940	|803425.825777
1.002052	|803425.882415
1.002164	|803425.939053
1.002276	|803425.995690
1.002388	|803426.052328
1.002500	|803426.108964
1.002612	|803426.165601
1.002724	|803426.222237
1.002836	|803426.278873
1.002948	|803426.335509
1.003060	|803426.392144
1.003172	|803426.448779
1.003284	|803426.505414
1.003396	|803426.562048
1.003508	|803426.618682
1.003620	|803426.675316
1.003732	|803426.731949
1.003844	|803426.788583
1.003956	|803426.845216
1.004068	|803426.901848
1.004180	|803426.958480
1.004292	|803427.015112
1.004404	|803427.071744
1.004516	|803427.128376
1.004628	|803427.185007
1.004740	|803427.241638
1.004852	|803427.298268
1.004964	|803427.354898
1.005077	|803427.411528
1.005189	|803427.468158
1.005301	|803427.524787
1.005413	|803427.581416
1.005525	|803427.638045
1.005637	|803427.694673
1.005749	|803427.751301
1.005861	|803427.807929
1.005973	|803427.864557
1.006085	|803427.921184
1.006197	|803427.977811
1.006309	|803428.034438
1.006421	|803428.091064
1.006533	|803428.147690
1.006645	|803428.204316
1.006757	|803428.260941
1.006869	|803428.317566
1.006981	|803428.374191
1.007093	|803428.430816
1.007205	|803428.487440
1.007317	|803428.544064
1.007429	|803428.600688
1.007541	|803428.657311
1.007653	|803428.713934
1.007765	|803428.770557
1.007877	|803428.827179
1.007989	|803428.883801
1.008101	|803428.940423
1.008213	|803428.997045
1.008325	|803429.053666
1.008437	|803429.110287
1.008549	|803429.166908
1.008661	|803429.223528
1.008773	|803429.280148
1.008885	|803429.336768
1.008997	|803429.393387
1.009109	|803429.450007
1.009221	|803429.506625
1.009333	|803429.563244
1.009445	|803429.619862
1.009557	|803429.676480
1.009669	|803429.733098
1.009781	|803429.789715
1.009893	|803429.846332
1.010005	|803429.902949
1.010117	|803429.959566
1.010229	|803430.016182
1.010341	|803430.072798
1.010453	|803430.129413
1.010565	|803430.186029
1.010677	|803430.242644
1.010789	|803430.299258
1.010901	|803430.355873
1.011013	|803430.412487
1.011125	|803430.469101
1.011237	|803430.525714
1.011349	|803430.582327
1.011461	|803430.638940
1.011573	|803430.695553
1.011685	|803430.752165
1.011797	|803430.808777
1.011909	|803430.865389
1.012021	|803430.922000
1.012133	|803430.978611
1.012245	|803431.035222
1.012357	|803431.091833
1.012469	|803431.148443
1.012581	|803431.205053
1.012693	|803431.261663
1.012805	|803431.318272
1.012917	|803431.374881
1.013029	|803431.431490
1.013141	|803431.488098
1.013253	|803431.544706
1.013365	|803431.601314
1.013477	|803431.657922
1.013589	|803431.714529
1.013701	|803431.771136
1.013813	|803431.827742
1.013925	|803431.884349
1.014037	|803431.940955
1.014149	|803431.997561
1.014261	|803432.054166
1.014373	|803432.110771
1.014485	|803432.167376
1.014597	|803432.223981
1.014709	|803432.280585
1.014821	|803432.337189
1.014933	|803432.393793
1.015046	|803432.450396
1.015158	|803432.506999
1.015270	|803432.563602
1.015382	|803432.620204
1.015494	|803432.676806
1.015606	|803432.733408
1.015718	|803432.790010
1.015830	|803432.846611
1.015942	|803432.903212
1.016054	|803432.959813
1.016166	|803433.016413
1.016278	|803433.073013
1.016390	|803433.129613
1.016502	|803433.186212
1.016614	|803433.242812
1.016726	|803433.299411
1.016838	|803433.356009
1.016950	|803433.412607
1.017062	|803433.469205
1.017174	|803433.525803
1.017286	|803433.582401
1.017398	|803433.638998
1.017510	|803433.695594
1.017622	|803433.752191
1.017734	|803433.808787
1.017846	|803433.865383
1.017958	|803433.921979
1.018070	|803433.978574
1.018182	|803434.035169
1.018294	|803434.091764
1.018406	|803434.148358
1.018518	|803434.204952
1.018630	|803434.261546
1.018742	|803434.318140
1.018854	|803434.374733
1.018966	|803434.431326
1.019078	|803434.487918
1.019190	|803434.544511
1.019302	|803434.601103
1.019414	|803434.657695
1.019526	|803434.714286
1.019638	|803434.770877
1.019750	|803434.827468
1.019862	|803434.884059
1.019974	|803434.940649
1.020086	|803434.997239
1.020198	|803435.053828
1.020310	|803435.110418
1.020422	|803435.167007
1.020534	|803435.223596
1.020646	|803435.280184
1.020758	|803435.336772
1.020870	|803435.393360
1.020982	|803435.449948
1.021094	|803435.506535
1.021206	|803435.563122
1.021318	|803435.619709
1.021430	|803435.676295
1.021542	|803435.732881
1.021654	|803435.789467
1.021766	|803435.846052
1.021878	|803435.902637
1.021990	|803435.959222
1.022102	|803436.015807
1.022214	|803436.072391
1.022326	|803436.128975
1.022438	|803436.185559
1.022550	|803436.242142
1.022662	|803436.298725
1.022774	|803436.355308
1.022886	|803436.411891
1.022998	|803436.468473
1.023110	|803436.525055
1.023222	|803436.581636
1.023334	|803436.638218
1.023446	|803436.694799
1.023558	|803436.751380
1.023670	|803436.807960
1.023782	|803436.864540
1.023894	|803436.921120
1.024006	|803436.977699
1.024118	|803437.034279
1.024230	|803437.090858
1.024342	|803437.147436
1.024454	|803437.204015
1.024566	|803437.260593
1.024678	|803437.317170
1.024790	|803437.373748
1.024902	|803437.430325
1.025015	|803437.486902
1.025127	|803437.543478
1.025239	|803437.600055
1.025351	|803437.656631
1.025463	|803437.713206
1.025575	|803437.769782
1.025687	|803437.826357
1.025799	|803437.882931
1.025911	|803437.939506
1.026023	|803437.996080
1.026135	|803438.052654
1.026247	|803438.109228
1.026359	|803438.165801
1.026471	|803438.222374
1.026583	|803438.278946
1.026695	|803438.335519
1.026807	|803438.392091
1.026919	|803438.448663
1.027031	|803438.505234
1.027143	|803438.561805
1.027255	|803438.618376
1.027367	|803438.674947
1.027479	|803438.731517
1.027591	|803438.788087
1.027703	|803438.844657
1.027815	|803438.901226
1.027927	|803438.957795
1.028039	|803439.014364
1.028151	|803439.070933
1.028263	|803439.127501
1.028375	|803439.184069
1.028487	|803439.240637
1.028599	|803439.297204
1.028711	|803439.353771
1.028823	|803439.410338
1.028935	|803439.466904
1.029047	|803439.523470
1.029159	|803439.580036
1.029271	|803439.636602
1.029383	|803439.693167
1.029495	|803439.749732
1.029607	|803439.806296
1.029719	|803439.862861
1.029831	|803439.919425
1.029943	|803439.975989
1.030055	|803440.032552
1.030167	|803440.089115
1.030279	|803440.145678
1.030391	|803440.202241
1.030503	|803440.258803
1.030615	|803440.315365
1.030727	|803440.371927
1.030839	|803440.428488
1.030951	|803440.485049
1.031063	|803440.541610
1.031175	|803440.598170
1.031287	|803440.654731
1.031399	|803440.711290
1.031511	|803440.767850
1.031623	|803440.824409
1.031735	|803440.880968
1.031847	|803440.937527
1.031959	|803440.994085
1.032071	|803441.050644
1.032183	|803441.107201
1.032295	|803441.163759
1.032407	|803441.220316
1.032519	|803441.276873
1.032631	|803441.333430
1.032743	|803441.389986
1.032855	|803441.446542
1.032967	|803441.503098
1.033079	|803441.559653
1.033191	|803441.616208
1.033303	|803441.672763
1.033415	|803441.729318
1.033527	|803441.785872
1.033639	|803441.842426
1.033751	|803441.898980
1.033863	|803441.955533
1.033975	|803442.012086
1.034087	|803442.068639
1.034199	|803442.125191
1.034311	|803442.181743
1.034423	|803442.238295
1.034535	|803442.294847
1.034647	|803442.351398
1.034759	|803442.407949
1.034871	|803442.464500
1.034983	|803442.521050
1.035096	|803442.577600
1.035208	|803442.634150
1.035320	|803442.690700
1.035432	|803442.747249
1.035544	|803442.803798
1.035656	|803442.860346
1.035768	|803442.916895
1.035880	|803442.973443
1.035992	|803443.029990
1.036104	|803443.086538
1.036216	|803443.143085
1.036328	|803443.199632
1.036440	|803443.256178
1.036552	|803443.312724
1.036664	|803443.369270
1.036776	|803443.425816
1.036888	|803443.482361
1.037000	|803443.538906
1.037112	|803443.595451
1.037224	|803443.651995
1.037336	|803443.708540
1.037448	|803443.765083
1.037560	|803443.821627
1.037672	|803443.878170
1.037784	|803443.934713
1.037896	|803443.991256
1.038008	|803444.047798
1.038120	|803444.104340
1.038232	|803444.160882
1.038344	|803444.217424
1.038456	|803444.273965
1.038568	|803444.330506
1.038680	|803444.387046
1.038792	|803444.443586
1.038904	|803444.500126
1.039016	|803444.556666
1.039128	|803444.613206
1.039240	|803444.669745
1.039352	|803444.726283
1.039464	|803444.782822
1.039576	|803444.839360
1.039688	|803444.895898
1.039800	|803444.952436
1.039912	|803445.008973
1.040024	|803445.065510
1.040136	|803445.122047
1.040248	|803445.178583
1.040360	|803445.235119
1.040472	|803445.291655
1.040584	|803445.348191
1.040696	|803445.404726
1.040808	|803445.461261
1.040920	|803445.517795
1.041032	|803445.574330
1.041144	|803445.630864
1.041256	|803445.687398
1.041368	|803445.743931
1.041480	|803445.800464
1.041592	|803445.856997
1.041704	|803445.913530
1.041816	|803445.970062
1.041928	|803446.026594
1.042040	|803446.083126
1.042152	|803446.139657
1.042264	|803446.196188
1.042376	|803446.252719
1.042488	|803446.309249
1.042600	|803446.365780
1.042712	|803446.422309
1.042824	|803446.478839
1.042936	|803446.535368
1.043048	|803446.591897
1.043160	|803446.648426
1.043272	|803446.704954
1.043384	|803446.761483
1.043496	|803446.818010
1.043608	|803446.874538
1.043720	|803446.931065
1.043832	|803446.987592
1.043944	|803447.044119
1.044056	|803447.100645
1.044168	|803447.157171
1.044280	|803447.213697
1.044392	|803447.270222
1.044504	|803447.326747
1.044616	|803447.383272
1.044728	|803447.439797
1.044840	|803447.496321
1.044952	|803447.552845
1.045065	|803447.609369
1.045177	|803447.665892
1.045289	|803447.722415
1.045401	|803447.778938
1.045513	|803447.835460
1.045625	|803447.891983
1.045737	|803447.948504
1.045849	|803448.005026
1.045961	|803448.061547
1.046073	|803448.118068
1.046185	|803448.174589
1.046297	|803448.231109
1.046409	|803448.287630
1.046521	|803448.344149
1.046633	|803448.400669
1.046745	|803448.457188
1.046857	|803448.513707
1.046969	|803448.570226
1.047081	|803448.626744
1.047193	|803448.683262
1.047305	|803448.739780
1.047417	|803448.796297
1.047529	|803448.852814
1.047641	|803448.909331
1.047753	|803448.965848
1.047865	|803449.022364
1.047977	|803449.078880
1.048089	|803449.135396
1.048201	|803449.191911
1.048313	|803449.248426
1.048425	|803449.304941
1.048537	|803449.361455
1.048649	|803449.417969
1.048761	|803449.474483
1.048873	|803449.530997
1.048985	|803449.587510
1.049097	|803449.644023
1.049209	|803449.700536
1.049321	|803449.757048
1.049433	|803449.813560
1.049545	|803449.870072
1.049657	|803449.926584
1.049769	|803449.983095
1.049881	|803450.039606
1.049993	|803450.096116
1.050105	|803450.152627
1.050217	|803450.209137
1.050329	|803450.265647
1.050441	|803450.322156
1.050553	|803450.378665
1.050665	|803450.435174
1.050777	|803450.491683
1.050889	|803450.548191
1.051001	|803450.604699
1.051113	|803450.661206
1.051225	|803450.717714
1.051337	|803450.774221
1.051449	|803450.830728
1.051561	|803450.887234
1.051673	|803450.943740
1.051785	|803451.000246
1.051897	|803451.056752
1.052009	|803451.113257
1.052121	|803451.169762
1.052233	|803451.226267
1.052345	|803451.282771
1.052457	|803451.339275
1.052569	|803451.395779
1.052681	|803451.452283
1.052793	|803451.508786
1.052905	|803451.565289
1.053017	|803451.621791
1.053129	|803451.678294
1.053241	|803451.734796
1.053353	|803451.791297
1.053465	|803451.847799
1.053577	|803451.904300
